Sales,Quantity,Discount,Profit,Outlet Type,City Type,Category of Goods,Region,State,Segment,Ship Mode,Sub-Category,Order Date,month,day_of_week,quarter,year,Outlet Type_enc,City Type_enc,Category of Goods_enc,Region_enc,State_enc,Segment_enc,Ship Mode_enc,Sub-Category_enc,anomaly,anomaly_flag
80850.0,21,0.23,20212.5,Medium,Village,Electronics,West,Maharashtra,Home Office,Same Day,Fans,2024-12-10,12,1,4,2024,1,2,1,3,3,2,1,3,-1,1
138600.0,44,0.37,34650.0,Medium,Tier 2,Electronics,South,Delhi,Consumer,Standard Class,Fans,2021-11-07,11,6,4,2021,1,1,1,2,0,0,3,3,-1,1
134200.0,44,0.39,33550.0,Large,Tier 1,Electronics,South,Delhi,Home Office,Second Class,AC,2022-11-14,11,0,4,2022,0,0,1,2,0,2,2,0,-1,1
153300.0,42,0.27,38325.0,Medium,Tier 1,Electronics,East,Delhi,Consumer,Second Class,AC,2020-08-16,8,6,3,2020,1,0,1,0,0,0,2,0,-1,1
76000.0,20,0.24,19000.0,Large,Tier 2,Electronics,East,Karnataka,Corporate,First Class,Coolers,2020-10-13,10,1,4,2020,0,1,1,0,2,1,0,2,-1,1
157500.0,42,0.25,39375.0,Large,Tier 2,Electronics,East,Delhi,Home Office,Standard Class,Fans,2023-01-08,1,6,1,2023,0,1,1,0,0,2,3,3,-1,1
156000.0,40,0.22,39000.0,Large,Tier 2,Electronics,East,Maharashtra,Home Office,Same Day,Fans,2021-03-25,3,3,1,2021,0,1,1,0,3,2,1,3,-1,1
177100.0,46,0.23,44275.0,Medium,Village,Electronics,South,Delhi,Consumer,Second Class,Fans,2024-08-11,8,6,3,2024,1,2,1,2,0,0,2,3,-1,1
169850.0,43,0.21,42462.5,Small,Tier 2,Electronics,West,Karnataka,Consumer,Second Class,Coolers,2023-01-16,1,0,1,2023,2,1,1,3,2,0,2,2,-1,1
130350.0,33,0.21,32587.5,Small,Tier 2,Electronics,East,Gujarat,Consumer,Second Class,Fans,2020-03-25,3,2,1,2020,2,1,1,0,1,0,2,3,-1,1
63700.0,13,0.02,9555.0,Medium,Tier 1,Electronics,East,Gujarat,Home Office,Same Day,AC,2021-04-03,4,5,2,2021,1,0,1,0,1,2,1,0,-1,1
163200.0,48,0.32,40800.0,Large,Tier 2,Electronics,East,Maharashtra,Home Office,Second Class,Coolers,2021-01-26,1,1,1,2021,0,1,1,0,3,2,2,2,-1,1
157850.0,41,0.23,39462.5,Small,Tier 2,Electronics,South,Maharashtra,Consumer,First Class,AC,2024-11-23,11,5,4,2024,2,1,1,2,3,0,0,0,-1,1
150750.0,45,0.33,37687.5,Large,Village,Electronics,South,Karnataka,Consumer,Standard Class,Fans,2023-12-01,12,4,4,2023,0,2,1,2,2,0,3,3,-1,1
181700.0,46,0.21,45425.0,Medium,Village,Electronics,North,Maharashtra,Home Office,Same Day,AC,2022-03-21,3,0,1,2022,1,2,1,1,3,2,1,0,-1,1
68200.0,22,0.38,17050.0,Medium,Tier 2,Electronics,East,Maharashtra,Home Office,Standard Class,Fans,2022-03-24,3,3,1,2022,1,1,1,0,3,2,3,3,-1,1
151800.0,44,0.31,37950.0,Small,Village,Electronics,West,Maharashtra,Consumer,First Class,AC,2024-01-24,1,2,1,2024,2,2,1,3,3,0,0,0,-1,1
97600.0,32,0.39,24400.0,Small,Village,Electronics,North,Delhi,Corporate,Second Class,AC,2022-01-30,1,6,1,2022,2,2,1,1,0,1,2,0,-1,1
64600.0,19,0.32,16150.0,Small,Tier 1,Electronics,West,Delhi,Consumer,First Class,Fans,2020-10-31,10,5,4,2020,2,0,1,3,0,0,0,3,-1,1
118500.0,30,0.21,29625.0,Medium,Tier 2,Electronics,South,Gujarat,Corporate,Standard Class,AC,2022-01-15,1,5,1,2022,1,1,1,2,1,1,3,0,-1,1
124000.0,31,0.2,31000.0,Small,Tier 2,Electronics,West,Karnataka,Consumer,Second Class,AC,2020-03-24,3,1,1,2020,2,1,1,3,2,0,2,0,-1,1
152000.0,40,0.24,38000.0,Small,Tier 2,Electronics,West,Karnataka,Corporate,Same Day,Coolers,2021-12-01,12,2,4,2021,2,1,1,3,2,1,1,2,-1,1
44556.0,47,0.21,11139.0,Small,Tier 2,Clothing,West,Delhi,Corporate,Same Day,Shirts,2022-10-09,10,6,4,2022,2,1,0,3,0,1,1,9,-1,1
65000.0,13,0.0,9750.0,Small,Tier 2,Electronics,East,Karnataka,Consumer,Same Day,Coolers,2021-07-21,7,2,3,2021,2,1,1,0,2,0,1,2,-1,1
64350.0,13,0.01,9652.5,Large,Tier 2,Electronics,North,Punjab,Corporate,Same Day,Fans,2021-02-24,2,2,1,2021,0,1,1,1,4,1,1,3,-1,1
173800.0,44,0.21,43450.0,Large,Tier 2,Electronics,North,Maharashtra,Corporate,First Class,Coolers,2024-08-09,8,4,3,2024,0,1,1,1,3,1,0,2,-1,1
168000.0,42,0.2,42000.0,Medium,Tier 2,Electronics,East,Punjab,Corporate,Second Class,AC,2023-10-31,10,1,4,2023,1,1,1,0,4,1,2,0,-1,1
79300.0,26,0.39,19825.0,Large,Tier 1,Electronics,South,Maharashtra,Home Office,Same Day,AC,2022-11-21,11,0,4,2022,0,0,1,2,3,2,1,0,-1,1
60800.0,19,0.36,15200.0,Medium,Village,Electronics,East,Maharashtra,Corporate,Second Class,AC,2023-12-30,12,5,4,2023,1,2,1,0,3,1,2,0,-1,1
122000.0,40,0.39,30500.0,Medium,Village,Electronics,West,Karnataka,Home Office,First Class,Fans,2023-01-24,1,1,1,2023,1,2,1,3,2,2,0,3,-1,1
84000.0,21,0.2,21000.0,Small,Tier 1,Electronics,North,Gujarat,Consumer,Standard Class,Fans,2020-12-09,12,2,4,2020,2,0,1,1,1,0,3,3,-1,1
179400.0,46,0.22,44850.0,Large,Tier 1,Electronics,East,Delhi,Corporate,First Class,AC,2021-08-28,8,5,3,2021,0,0,1,0,0,1,0,0,-1,1
162800.0,44,0.26,40700.0,Small,Tier 1,Electronics,North,Punjab,Consumer,Second Class,AC,2022-11-20,11,6,4,2022,2,0,1,1,4,0,2,0,-1,1
88450.0,29,0.39,22112.5,Small,Village,Electronics,East,Maharashtra,Consumer,Second Class,Coolers,2023-01-27,1,4,1,2023,2,2,1,0,3,0,2,2,-1,1
76000.0,20,0.24,19000.0,Small,Tier 1,Electronics,West,Punjab,Consumer,Standard Class,AC,2024-10-02,10,2,4,2024,2,0,1,3,4,0,3,0,-1,1
102000.0,34,0.4,25500.0,Large,Village,Electronics,South,Delhi,Consumer,Standard Class,Fans,2022-12-02,12,4,4,2022,0,2,1,2,0,0,3,3,-1,1
162150.0,47,0.31,40537.5,Small,Tier 2,Electronics,South,Delhi,Consumer,First Class,Fans,2021-12-06,12,0,4,2021,2,1,1,2,0,0,0,3,-1,1
150150.0,39,0.23,37537.5,Small,Tier 1,Electronics,South,Maharashtra,Consumer,Second Class,Coolers,2023-03-28,3,1,1,2023,2,0,1,2,3,0,2,2,-1,1
68000.0,20,0.32,17000.0,Medium,Village,Electronics,West,Gujarat,Home Office,First Class,AC,2023-12-02,12,5,4,2023,1,2,1,3,1,2,0,0,-1,1
165000.0,44,0.25,41250.0,Large,Tier 2,Electronics,South,Punjab,Consumer,Same Day,AC,2020-12-25,12,4,4,2020,0,1,1,2,4,0,1,0,-1,1
67200.0,21,0.36,16800.0,Small,Tier 1,Electronics,North,Punjab,Consumer,Same Day,Coolers,2022-12-30,12,4,4,2022,2,0,1,1,4,0,1,2,-1,1
155250.0,45,0.31,38812.5,Small,Tier 2,Electronics,South,Delhi,Home Office,Standard Class,Fans,2022-10-10,10,0,4,2022,2,1,1,2,0,2,3,3,-1,1
156950.0,43,0.27,39237.5,Small,Tier 1,Electronics,West,Gujarat,Corporate,Same Day,AC,2021-03-02,3,1,1,2021,2,0,1,3,1,1,1,0,-1,1
118500.0,30,0.21,29625.0,Large,Village,Electronics,South,Maharashtra,Corporate,First Class,Fans,2021-08-20,8,4,3,2021,0,2,1,2,3,1,0,3,-1,1
136400.0,44,0.38,34100.0,Medium,Tier 2,Electronics,South,Gujarat,Consumer,Second Class,AC,2021-10-27,10,2,4,2021,1,1,1,2,1,0,2,0,-1,1
135000.0,45,0.4,33750.0,Small,Tier 2,Electronics,North,Punjab,Consumer,Same Day,Fans,2020-12-25,12,4,4,2020,2,1,1,1,4,0,1,3,-1,1
181700.0,46,0.21,45425.0,Medium,Tier 1,Electronics,West,Delhi,Consumer,Standard Class,AC,2022-08-23,8,1,3,2022,1,0,1,3,0,0,3,0,-1,1
181700.0,46,0.21,45425.0,Medium,Tier 2,Electronics,East,Maharashtra,Consumer,Same Day,AC,2024-03-21,3,3,1,2024,1,1,1,0,3,0,1,0,-1,1
128700.0,33,0.22,32175.0,Large,Tier 2,Electronics,South,Maharashtra,Consumer,Second Class,Coolers,2021-08-26,8,3,3,2021,0,1,1,2,3,0,2,2,-1,1
165550.0,43,0.23,41387.5,Small,Village,Electronics,North,Gujarat,Consumer,Same Day,Fans,2021-03-24,3,2,1,2021,2,2,1,1,1,0,1,3,-1,1
160800.0,48,0.33,40200.0,Small,Tier 2,Electronics,West,Maharashtra,Consumer,Standard Class,AC,2020-08-05,8,2,3,2020,2,1,1,3,3,0,3,0,-1,1
159600.0,42,0.24,39900.0,Medium,Village,Electronics,South,Punjab,Corporate,Second Class,Fans,2023-03-02,3,3,1,2023,1,2,1,2,4,1,2,3,-1,1
151800.0,44,0.31,37950.0,Medium,Tier 1,Electronics,West,Punjab,Home Office,Same Day,AC,2020-01-23,1,3,1,2020,1,0,1,3,4,2,1,0,-1,1
145200.0,44,0.34,36300.0,Large,Tier 1,Electronics,North,Maharashtra,Home Office,Second Class,Coolers,2020-12-20,12,6,4,2020,0,0,1,1,3,2,2,2,-1,1
111600.0,36,0.38,27900.0,Small,Village,Electronics,North,Karnataka,Home Office,Standard Class,AC,2021-01-09,1,5,1,2021,2,2,1,1,2,2,3,0,-1,1
179400.0,46,0.22,44850.0,Small,Tier 2,Electronics,West,Gujarat,Home Office,Same Day,Coolers,2023-11-29,11,2,4,2023,2,1,1,3,1,2,1,2,-1,1
111600.0,36,0.38,27900.0,Medium,Tier 2,Electronics,North,Gujarat,Consumer,Standard Class,Fans,2022-01-15,1,5,1,2022,1,1,1,1,1,0,3,3,-1,1
73200.0,24,0.39,18300.0,Large,Village,Electronics,West,Gujarat,Consumer,First Class,Fans,2024-10-17,10,3,4,2024,0,2,1,3,1,0,0,3,-1,1
59400.0,12,0.01,8910.0,Large,Tier 1,Electronics,South,Gujarat,Home Office,Standard Class,Coolers,2024-04-07,4,6,2,2024,0,0,1,2,1,2,3,2,-1,1
177600.0,48,0.26,44400.0,Large,Tier 1,Electronics,East,Delhi,Home Office,Standard Class,Fans,2022-01-18,1,1,1,2022,0,0,1,0,0,2,3,3,-1,1
165900.0,42,0.21,41475.0,Large,Tier 1,Electronics,North,Punjab,Home Office,Standard Class,AC,2020-10-10,10,5,4,2020,0,0,1,1,4,2,3,0,-1,1
171600.0,44,0.22,42900.0,Large,Tier 1,Electronics,West,Punjab,Home Office,First Class,Coolers,2021-01-07,1,3,1,2021,0,0,1,3,4,2,0,2,-1,1
148200.0,38,0.22,37050.0,Large,Village,Electronics,North,Maharashtra,Consumer,First Class,Fans,2024-01-24,1,2,1,2024,0,2,1,1,3,0,0,3,-1,1
134200.0,44,0.39,33550.0,Small,Tier 1,Electronics,South,Punjab,Home Office,First Class,AC,2022-03-18,3,4,1,2022,2,0,1,2,4,2,0,0,-1,1
86900.0,22,0.21,21725.0,Small,Tier 1,Electronics,West,Delhi,Corporate,Second Class,Fans,2023-12-18,12,0,4,2023,2,0,1,3,0,1,2,3,-1,1
167700.0,43,0.22,41925.0,Small,Tier 1,Electronics,West,Delhi,Corporate,Standard Class,Fans,2024-08-28,8,2,3,2024,2,0,1,3,0,1,3,3,-1,1
57000.0,19,0.4,14250.0,Large,Tier 1,Electronics,South,Delhi,Home Office,First Class,AC,2020-10-04,10,6,4,2020,0,0,1,2,0,2,0,0,-1,1
90000.0,30,0.4,22500.0,Large,Tier 2,Electronics,North,Delhi,Consumer,Second Class,Coolers,2021-10-31,10,6,4,2021,0,1,1,1,0,0,2,2,-1,1
43992.0,47,0.22,10998.0,Small,Village,Clothing,North,Delhi,Consumer,Second Class,Jeans,2024-03-18,3,0,1,2024,2,2,0,1,0,0,2,5,-1,1
141900.0,43,0.34,35475.0,Large,Tier 2,Electronics,North,Punjab,Home Office,Second Class,AC,2020-10-26,10,0,4,2020,0,1,1,1,4,2,2,0,-1,1
148200.0,38,0.22,37050.0,Large,Tier 1,Electronics,North,Karnataka,Consumer,Standard Class,Fans,2020-10-04,10,6,4,2020,0,0,1,1,2,0,3,3,-1,1
165550.0,43,0.23,41387.5,Medium,Tier 2,Electronics,East,Gujarat,Consumer,First Class,AC,2024-11-08,11,4,4,2024,1,1,1,0,1,0,0,0,-1,1
155400.0,42,0.26,38850.0,Large,Tier 2,Electronics,South,Maharashtra,Corporate,Second Class,Coolers,2022-10-05,10,2,4,2022,0,1,1,2,3,1,2,2,-1,1
120000.0,30,0.2,30000.0,Medium,Tier 2,Electronics,South,Karnataka,Home Office,Standard Class,Coolers,2023-01-28,1,5,1,2023,1,1,1,2,2,2,3,2,-1,1
77500.0,25,0.38,19375.0,Small,Village,Electronics,West,Maharashtra,Home Office,Standard Class,AC,2024-11-14,11,3,4,2024,2,2,1,3,3,2,3,0,-1,1
169850.0,43,0.21,42462.5,Small,Tier 2,Electronics,South,Gujarat,Home Office,Same Day,Coolers,2021-10-02,10,5,4,2021,2,1,1,2,1,2,1,2,-1,1
148500.0,45,0.34,37125.0,Small,Village,Electronics,North,Punjab,Consumer,First Class,Fans,2024-01-16,1,1,1,2024,2,2,1,1,4,0,0,3,-1,1
166500.0,45,0.26,41625.0,Small,Tier 2,Electronics,South,Karnataka,Consumer,First Class,Coolers,2022-10-05,10,2,4,2022,2,1,1,2,2,0,0,2,-1,1
100000.0,25,0.2,25000.0,Small,Tier 2,Electronics,West,Delhi,Home Office,Second Class,Fans,2021-12-19,12,6,4,2021,2,1,1,3,0,2,2,3,-1,1
61750.0,19,0.35,15437.5,Large,Tier 1,Electronics,West,Delhi,Corporate,Second Class,Coolers,2023-12-07,12,3,4,2023,0,0,1,3,0,1,2,2,-1,1
65100.0,21,0.38,16275.0,Large,Tier 2,Electronics,West,Maharashtra,Consumer,Same Day,Coolers,2024-01-28,1,6,1,2024,0,1,1,3,3,0,1,2,-1,1
159100.0,43,0.26,39775.0,Large,Tier 2,Electronics,East,Maharashtra,Consumer,Same Day,AC,2021-10-25,10,0,4,2021,0,1,1,0,3,0,1,0,-1,1
151800.0,44,0.31,37950.0,Medium,Village,Electronics,South,Gujarat,Corporate,Standard Class,Coolers,2020-10-23,10,4,4,2020,1,2,1,2,1,1,3,2,-1,1
63650.0,19,0.33,15912.5,Medium,Tier 2,Electronics,South,Gujarat,Consumer,First Class,Coolers,2024-12-19,12,3,4,2024,1,1,1,2,1,0,0,2,-1,1
114700.0,37,0.38,28675.0,Medium,Tier 2,Electronics,West,Gujarat,Consumer,Same Day,Fans,2020-01-24,1,4,1,2020,1,1,1,3,1,0,1,3,-1,1
146150.0,37,0.21,36537.5,Medium,Tier 2,Electronics,West,Gujarat,Home Office,Second Class,AC,2022-11-29,11,1,4,2022,1,1,1,3,1,2,2,0,-1,1
152000.0,40,0.24,38000.0,Large,Village,Electronics,North,Delhi,Corporate,Same Day,Fans,2022-10-07,10,4,4,2022,0,2,1,1,0,1,1,3,-1,1
72200.0,19,0.24,18050.0,Medium,Tier 1,Electronics,South,Delhi,Consumer,Same Day,AC,2023-10-02,10,0,4,2023,1,0,1,2,0,0,1,0,-1,1
59400.0,12,0.01,8910.0,Large,Tier 1,Electronics,South,Karnataka,Corporate,First Class,Fans,2021-05-14,5,4,2,2021,0,0,1,2,2,1,0,3,-1,1
60800.0,19,0.36,15200.0,Small,Tier 2,Electronics,West,Karnataka,Consumer,Same Day,Fans,2024-10-07,10,0,4,2024,2,1,1,3,2,0,1,3,-1,1
80850.0,21,0.23,20212.5,Small,Tier 1,Electronics,South,Maharashtra,Home Office,Second Class,Fans,2020-10-02,10,4,4,2020,2,0,1,2,3,2,2,3,-1,1
165900.0,42,0.21,41475.0,Small,Tier 1,Electronics,South,Gujarat,Home Office,First Class,Coolers,2024-10-22,10,1,4,2024,2,0,1,2,1,2,0,2,-1,1
154050.0,39,0.21,38512.5,Large,Tier 2,Electronics,South,Maharashtra,Consumer,Standard Class,AC,2024-10-03,10,3,4,2024,0,1,1,2,3,0,3,0,-1,1
62400.0,13,0.04,9360.0,Medium,Village,Electronics,East,Maharashtra,Home Office,Same Day,Fans,2024-06-15,6,5,2,2024,1,2,1,0,3,2,1,3,-1,1
139750.0,43,0.35,34937.5,Small,Village,Electronics,East,Punjab,Consumer,Second Class,Fans,2022-12-08,12,3,4,2022,2,2,1,0,4,0,2,3,-1,1
128700.0,33,0.22,32175.0,Medium,Tier 1,Electronics,North,Delhi,Consumer,Same Day,Coolers,2023-12-03,12,6,4,2023,1,0,1,1,0,0,1,2,-1,1
159600.0,42,0.24,39900.0,Small,Village,Electronics,South,Punjab,Home Office,Standard Class,Coolers,2020-11-30,11,0,4,2020,2,2,1,2,4,2,3,2,-1,1
128700.0,33,0.22,32175.0,Medium,Tier 2,Electronics,North,Maharashtra,Corporate,Second Class,Fans,2022-08-29,8,0,3,2022,1,1,1,1,3,1,2,3,-1,1
148200.0,38,0.22,37050.0,Large,Tier 1,Electronics,South,Punjab,Consumer,Same Day,Fans,2020-08-26,8,2,3,2020,0,0,1,2,4,0,1,3,-1,1
156000.0,40,0.22,39000.0,Large,Tier 2,Electronics,East,Delhi,Consumer,Second Class,Coolers,2020-01-24,1,4,1,2020,0,1,1,0,0,0,2,2,-1,1
130200.0,42,0.38,32550.0,Medium,Tier 2,Electronics,East,Gujarat,Corporate,Same Day,Fans,2024-01-19,1,4,1,2024,1,1,1,0,1,1,1,3,-1,1
169200.0,47,0.28,42300.0,Small,Tier 1,Electronics,West,Maharashtra,Corporate,First Class,AC,2022-01-03,1,0,1,2022,2,0,1,3,3,1,0,0,-1,1
165550.0,43,0.23,41387.5,Small,Tier 2,Electronics,South,Gujarat,Home Office,First Class,AC,2023-01-09,1,0,1,2023,2,1,1,2,1,2,0,0,-1,1
176250.0,47,0.25,44062.5,Small,Tier 2,Electronics,East,Karnataka,Home Office,First Class,AC,2023-01-05,1,3,1,2023,2,1,1,0,2,2,0,0,-1,1
102300.0,33,0.38,25575.0,Small,Tier 1,Electronics,North,Karnataka,Consumer,Standard Class,Coolers,2021-03-18,3,3,1,2021,2,0,1,1,2,0,3,2,-1,1
167900.0,46,0.27,41975.0,Medium,Tier 2,Electronics,East,Punjab,Home Office,Same Day,AC,2020-01-22,1,2,1,2020,1,1,1,0,4,2,1,0,-1,1
126000.0,42,0.4,31500.0,Large,Tier 1,Electronics,North,Delhi,Corporate,Same Day,Coolers,2022-12-24,12,5,4,2022,0,0,1,1,0,1,1,2,-1,1
97600.0,32,0.39,24400.0,Large,Tier 2,Electronics,North,Maharashtra,Home Office,Second Class,Coolers,2020-10-24,10,5,4,2020,0,1,1,1,3,2,2,2,-1,1
78000.0,20,0.22,19500.0,Small,Tier 1,Electronics,South,Delhi,Corporate,Second Class,Coolers,2022-01-31,1,0,1,2022,2,0,1,2,0,1,2,2,-1,1
